"Id","LotFrontage","LotArea","BldgType","OverallQual","OverallCond","FullBath","HalfBath","TotRmsAbvGrd","YearBuilt","TotalBsmtSF","BedroomAbvGr","Heating","CentralAir","GrLivArea","PoolArea","YrSold","SalePrice","Age","BldgType_1Fam","BldgType_TwnhsE","Heating_GasA","Heating_GasW","CentralAir_Y"
2059,36,8750,"1Fam",7,5,1,0,5,1915,384,2,"GasA","Y",858,0,2008,152362.171123,108,1,0,1,0,1
2060,60,13560,"1Fam",8,5,1,1,7,2003,1424,2,"GasA","Y",1097,0,2008,271797.523888649,20,1,0,1,0,1
2061,60,10552,"1Fam",7,7,1,1,7,1931,3094,2,"GasA","N",2353,0,2009,278789.004580286,92,1,0,1,0,0
2062,72,4224,"1Fam",5,6,1,0,5,1976,1262,4,"GasA","N",1208,0,2007,160042.796348967,47,1,0,1,0,0
2063,72,10264,"1Fam",5,5,2,0,7,1937,1364,3,"GasA","N",1102,0,2009,136768.499833774,86,1,0,1,0,0
2064,80,9056,"2fmCon",6,5,1,0,8,1996,944,3,"GasA","Y",990,0,2008,146787.440825657,27,0,0,1,0,1
2065,70,12702,"1Fam",8,8,2,0,6,2006,912,3,"GasA","Y",1269,0,2010,188965.258059147,17,1,0,1,0,1
2066,69.3790508556864,7819,"1Fam",5,5,1,0,6,1997,2216,3,"GasA","Y",854,0,2006,188484.893167716,26,1,0,1,0,1
2067,70,10800,"1Fam",7,5,2,0,6,1954,1498,3,"GasA","Y",882,0,2006,180016.235497845,69,1,0,1,0,1
2068,122,9873,"1Fam",5,6,1,0,6,2007,1073,4,"GasA","Y",1818,0,2010,189253.612388129,16,1,0,1,0,1
2069,85,9450,"1Fam",5,7,1,1,5,2001,1324,3,"GasA","Y",1928,0,2007,191537.973735043,22,1,0,1,0,1
2070,60,8546,"1Fam",5,9,1,0,5,2007,1372,3,"GasA","Y",1663,0,2006,217836.239018889,16,1,0,1,0,1
2071,109,9100,"1Fam",4,5,2,1,7,2004,1008,3,"GasA","Y",2418,0,2007,188518.201655956,19,1,0,1,0,1
2072,59,8248,"1Fam",6,6,2,1,6,1987,816,3,"GasA","Y",1478,0,2010,152309.404774007,36,1,0,1,0,1
2073,120,8880,"1Fam",5,8,2,1,7,1976,1722,3,"GasA","Y",1936,0,2009,214706.63776539,47,1,0,1,0,1
2074,44,6120,"1Fam",6,5,1,0,6,1997,0,3,"GasA","Y",1826,0,2009,159714.968045167,26,1,0,1,0,1
2075,60,9187,"1Fam",4,5,2,0,8,1976,876,4,"GasA","Y",1056,0,2008,157719.279695259,47,1,0,1,0,1
2076,59,8892,"1Fam",5,5,2,0,7,2002,1258,3,"GasA","Y",2473,0,2006,199080.498712898,21,1,0,1,0,1
2077,24,10421,"1Fam",9,5,1,1,6,1966,2444,3,"GasA","Y",1392,0,2009,309194.89564095,57,1,0,1,0,1
2078,41,21000,"1Fam",5,5,2,0,8,1963,795,3,"GasA","N",1208,0,2010,105131.512939112,60,1,0,1,0,0
2079,51,12677,"Twnhs",5,5,1,1,6,1941,1204,2,"GasA","Y",912,0,2008,111270.672963363,82,0,0,1,0,1
2080,79,7200,"1Fam",5,5,2,0,7,1925,1253,2,"GasA","Y",858,0,2007,117671.705994203,98,1,0,1,0,1
2081,60,9170,"1Fam",7,5,1,0,7,1929,1800,3,"GasA","Y",904,0,2006,151804.323224796,94,1,0,1,0,1
2082,81,9548,"1Fam",9,4,1,0,8,2006,750,3,"GasA","Y",1574,0,2008,226986.972063692,17,1,0,1,0,1
2083,64,11787,"1Fam",6,5,2,0,7,1959,576,3,"GasA","Y",1962,0,2009,166377.779166333,64,1,0,1,0,1
2084,78,5000,"1Fam",6,5,1,1,4,2007,1360,3,"GasA","N",1616,0,2006,145872.756888313,16,1,0,1,0,0
2085,66,6792,"1Fam",7,5,2,0,8,1971,1136,2,"GasA","N",1959,0,2007,168712.838275209,52,1,0,1,0,0
2086,64,4500,"Duplex",5,7,1,0,5,1960,864,3,"GasA","Y",1826,0,2008,134530.348433228,63,0,0,1,0,1
2087,85,20431,"1Fam",7,5,2,0,4,1963,528,2,"GasA","Y",2417,0,2006,216273.06663677,60,1,0,1,0,1
2088,60,6600,"1Fam",7,5,1,0,6,1920,793,3,"GasA","N",3112,0,2008,188322.117943155,103,1,0,1,0,0
2089,50,2665,"TwnhsE",6,7,1,1,7,2006,3206,3,"GasA","Y",1347,0,2010,235974.564488527,17,0,1,1,0,1
2090,50,7758,"1Fam",8,5,1,0,6,1977,1302,3,"GasA","N",1494,0,2010,184254.317327421,46,1,0,1,0,0
2091,75,7800,"1Fam",6,6,1,0,4,1934,1649,3,"GasA","Y",1092,0,2006,152387.205133033,89,1,0,1,0,1
2092,52,4280,"1Fam",6,8,2,0,7,1882,866,1,"GasA","N",520,0,2010,104177.376969524,141,1,0,1,0,0
2093,73,10207,"1Fam",7,5,2,0,4,1957,1026,3,"GasA","Y",2000,0,2008,183212.912552818,66,1,0,1,0,1
2094,66,7630,"1Fam",4,5,2,0,6,1968,972,3,"GasA","Y",1555,0,2008,125660.742864837,55,1,0,1,0,1
2095,60,7000,"1Fam",4,7,2,0,5,1995,1136,3,"GasA","Y",1752,0,2008,230505.13371303,28,1,0,1,0,1
2096,75,12438,"1Fam",6,6,1,1,5,1984,2077,2,"GasA","Y",912,0,2006,173354.113891868,39,1,0,1,0,1
2097,69.3790508556864,10448,"1Fam",3,8,2,1,6,1979,780,3,"GasA","Y",1277,0,2007,132196.432558097,44,1,0,1,0,1
2098,49,10159,"Twnhs",9,5,2,0,7,1950,1845,2,"GasA","Y",2262,0,2007,332589.102066236,73,0,0,1,0,1
2099,69.3790508556864,9600,"1Fam",6,6,2,1,7,1950,861,1,"GasA","Y",1336,0,2007,151149.447737546,73,1,0,1,0,1
2100,60,9525,"2fmCon",8,4,2,0,8,1913,1947,3,"GasA","Y",816,0,2007,173518.680265119,110,0,0,1,0,1
2101,104,17920,"1Fam",7,8,2,0,7,1931,1090,3,"GasA","Y",1118,0,2010,147370.949447626,92,1,0,1,0,1
2102,60,14191,"1Fam",9,5,2,0,6,1952,1040,3,"GasA","Y",2097,0,2010,307735.053281956,71,1,0,1,0,1
2103,60,11924,"1Fam",8,5,2,0,9,1978,1202,3,"GasA","Y",1301,0,2010,169666.48414405,45,1,0,1,0,1
2104,69,8125,"1Fam",7,5,2,1,5,1988,560,2,"GasA","Y",2121,0,2009,231304.143896149,35,1,0,1,0,1
2105,21,8600,"1Fam",5,5,2,0,8,1945,1127,3,"GasA","Y",1344,0,2010,109020.954041894,78,1,0,1,0,1
2106,69.3790508556864,11317,"1Fam",6,8,2,0,6,1999,1362,3,"GasA","Y",1253,0,2009,184181.917935918,24,1,0,1,0,1
2107,70,7879,"TwnhsE",6,7,1,0,10,2002,680,3,"GasA","Y",899,0,2007,132125.360894724,21,0,1,1,0,1
2108,67,9416,"1Fam",7,5,2,1,6,1977,1580,3,"GasA","Y",2353,0,2009,258611.110211692,46,1,0,1,0,1
2109,84,11625,"1Fam",10,8,1,1,8,1960,636,3,"GasA","Y",1520,0,2006,223150.112083816,63,1,0,1,0,1
2110,105,5684,"1Fam",7,5,2,0,8,1973,1141,2,"GasA","Y",1541,0,2009,188340.283197762,50,1,0,1,0,1
2111,85,10624,"1Fam",6,7,1,1,7,2001,1516,3,"GasA","Y",1040,0,2010,181822.64350228,22,1,0,1,0,1
2112,100,5330,"1Fam",5,5,2,1,8,2005,1140,4,"GasA","Y",1054,0,2010,154437.327503548,18,1,0,1,0,1
2113,50,7060,"1Fam",7,6,2,0,7,2003,948,3,"GasA","Y",1947,0,2008,252553.379342412,20,1,0,1,0,1
2114,65,10200,"1Fam",5,5,2,1,4,2000,1358,2,"GasA","Y",987,0,2006,171392.255112075,23,1,0,1,0,1
2115,69,12144,"1Fam",7,5,2,0,5,2003,650,3,"GasA","Y",1768,0,2008,210752.460990546,20,1,0,1,0,1
2116,96,11600,"1Fam",6,4,1,1,6,1948,1203,2,"GasA","Y",1214,0,2009,121448.264948105,75,1,0,1,0,1
2117,78,13360,"1Fam",9,5,2,0,8,1940,1930,2,"GasA","Y",1680,0,2006,286525.531907453,83,1,0,1,0,1
2118,69.3790508556864,7000,"1Fam",5,4,1,1,6,1924,1626,3,"GasA","Y",1148,0,2008,180292.235037237,99,1,0,1,0,1
2119,69.3790508556864,8480,"1Fam",5,5,2,1,8,1959,876,3,"GasA","Y",1968,0,2008,183392.800774357,64,1,0,1,0,1
2120,21,4712,"1Fam",5,1,1,0,7,1923,768,3,"GasA","Y",1481,0,2008,88446.7390755261,100,1,0,1,0,1
2121,52,7875,"1Fam",4,5,1,0,4,1973,1003,4,"GasA","Y",912,0,2007,152363.354266288,50,1,0,1,0,1
2122,85,8314,"1Fam",4,7,2,0,7,1950,864,2,"GasA","Y",1306,0,2009,128710.936804119,73,1,0,1,0,1
2123,60,5232,"1Fam",8,5,1,1,7,1945,1694,2,"GasA","Y",1428,0,2009,248209.178127025,78,1,0,1,0,1
2124,69,14006,"1Fam",6,7,2,1,5,1976,440,3,"GasA","Y",955,0,2008,126596.500386596,47,1,0,1,0,1
2125,34,10500,"1Fam",6,5,1,0,7,1977,712,3,"GasA","Y",864,0,2007,113466.613021683,46,1,0,1,0,1
2126,38,3230,"1Fam",5,5,2,0,5,1999,783,2,"GasA","N",1097,0,2010,158183.049140166,24,1,0,1,0,0
2127,60,8430,"1Fam",7,5,1,1,9,1971,798,3,"GasA","Y",3194,0,2008,177978.975786934,52,1,0,1,0,1
2128,68,1920,"1Fam",8,5,1,1,7,1995,560,3,"GasA","Y",990,0,2006,164113.26930735,28,1,0,1,0,1
2129,75,8800,"1Fam",5,6,1,1,6,1955,1090,3,"GasA","Y",1063,0,2008,157165.763267607,68,1,0,1,0,1
2130,55,10594,"1Fam",6,7,1,0,5,1915,0,2,"GasA","Y",1253,0,2009,96941.5499033331,108,1,0,1,0,1
2131,41,8990,"1Fam",5,5,1,1,6,1957,747,3,"GasA","Y",1788,0,2008,178146.078675493,66,1,0,1,0,1
2132,60,12168,"1Fam",6,5,1,0,6,1977,1064,3,"GasA","Y",1098,0,2006,149940.680352099,46,1,0,1,0,1
2133,66,11885,"1Fam",7,5,2,0,8,1941,1117,2,"GasA","Y",1358,0,2007,172152.359519433,82,1,0,1,0,1
2134,50,6402,"1Fam",5,5,1,0,6,1993,530,3,"GasA","Y",2223,0,2009,155831.101209064,30,1,0,1,0,1
2135,21,9490,"1Fam",7,5,2,0,7,1980,1040,3,"GasA","Y",3228,0,2009,217141.585059222,43,1,0,1,0,1
2136,51,6960,"1Fam",7,5,1,0,6,1993,1304,4,"GasA","Y",1337,0,2007,163477.457341632,30,1,0,1,0,1
2137,100,7820,"1Fam",10,8,1,0,7,1950,876,3,"GasA","Y",1572,0,2008,195791.639963471,73,1,0,1,0,1
2138,75,8100,"1Fam",6,7,1,0,11,1935,1086,2,"GasA","Y",2034,0,2007,210667.127378182,88,1,0,1,0,1
2139,69.3790508556864,6930,"1Fam",5,7,2,0,8,1966,864,4,"GasA","N",1067,0,2007,103908.07512057,57,1,0,1,0,0
2140,71,7000,"1Fam",5,6,2,0,6,1925,1039,3,"GasA","Y",1092,0,2006,156943.821220728,98,1,0,1,0,1
2141,80,10000,"1Fam",8,7,2,1,5,1998,1063,3,"GasA","Y",1385,0,2009,247257.535086183,25,1,0,1,0,1
2142,21,8160,"1Fam",6,5,2,0,5,1983,715,3,"GasA","Y",996,0,2007,119286.36367289,40,1,0,1,0,1
2143,80,7060,"1Fam",6,6,1,0,7,1998,458,3,"GasA","Y",1922,0,2010,173956.558764915,25,1,0,1,0,1
2144,73,13101,"1Fam",10,6,1,1,6,1980,1143,4,"GasA","Y",1344,0,2009,228833.651393029,43,1,0,1,0,1
2145,36,11639,"1Fam",4,5,2,1,7,1997,876,4,"GasA","Y",2119,0,2008,192048.892051659,26,1,0,1,0,1
2146,63,4426,"Duplex",6,5,1,0,7,1967,1389,2,"GasA","Y",1800,0,2007,206466.684779997,56,0,0,1,0,1
2147,60,5119,"1Fam",5,5,2,1,5,2006,1541,3,"GasA","Y",1776,0,2009,199447.997525381,17,1,0,1,0,1
2148,60,10335,"1Fam",7,7,2,0,6,1987,965,3,"GasA","N",1886,0,2008,236879.820709993,36,1,0,1,0,0
2149,69.3790508556864,17423,"1Fam",8,4,1,1,6,1954,1064,4,"GasA","Y",1724,0,2007,169213.662127305,69,1,0,1,0,1
2150,50,15611,"1Fam",4,5,1,1,5,1910,1842,2,"GasA","Y",2945,0,2009,209405.172573562,113,1,0,1,0,1
2151,63,2001,"1Fam",7,5,1,1,6,1935,680,2,"GasA","Y",1212,0,2006,118910.623207117,88,1,0,1,0,1
2152,66,11040,"1Fam",4,6,2,0,5,2007,0,2,"GasA","Y",1414,0,2009,182228.343226398,16,1,0,1,0,1
2153,69.3790508556864,11841,"1Fam",6,5,2,0,6,1988,1041,4,"GasA","Y",1314,0,2007,168671.029197909,35,1,0,1,0,1
2154,69,159000,"1Fam",6,5,2,0,8,2003,1164,3,"GasA","Y",1167,0,2006,202650.747648091,20,1,0,1,0,1
2155,69,7438,"1Fam",5,5,2,0,7,1991,1930,2,"GasA","Y",1855,0,2010,211163.366685156,32,1,0,1,0,1
2156,69.3790508556864,10106,"1Fam",4,5,2,1,5,1954,672,5,"GasA","Y",2030,0,2006,139654.50162039,69,1,0,1,0,1
2157,86,8100,"Duplex",5,6,2,0,4,1997,1140,2,"GasA","Y",1381,0,2007,176390.429736181,26,0,0,1,0,1
2158,69.3790508556864,11606,"2fmCon",6,6,2,0,8,1958,980,3,"GasA","Y",3112,0,2007,194762.008424963,65,0,0,1,0,1
2159,80,13360,"1Fam",7,6,2,0,8,1968,1145,2,"GasA","Y",1097,0,2009,150657.144076796,55,1,0,1,0,1
2160,70,2280,"1Fam",7,5,2,0,5,2007,440,2,"GasA","Y",1468,0,2009,156672.167488018,16,1,0,1,0,1
2161,102,8750,"1Fam",9,7,1,0,8,1979,1107,3,"GasA","Y",1098,0,2008,198109.060832853,44,1,0,1,0,1
2162,86,9800,"1Fam",8,5,2,1,4,1882,941,4,"GasA","Y",1111,0,2010,180661.98457019,141,1,0,1,0,1
2163,69.3790508556864,8125,"1Fam",6,5,2,0,5,2009,0,3,"GasA","Y",1340,0,2007,160803.706234638,14,1,0,1,0,1
2164,97,115149,"1Fam",5,5,2,0,7,2004,1698,4,"GasA","Y",1440,0,2008,223621.409036265,19,1,0,1,0,1
2165,72,14230,"1Fam",5,7,1,0,6,1947,836,3,"GasA","Y",1668,0,2007,180977.124966502,76,1,0,1,0,1
2166,69.3790508556864,11248,"1Fam",5,5,2,1,8,2006,770,2,"GasA","Y",1279,0,2007,132540.037318392,17,1,0,1,0,1
2167,78,11250,"Duplex",7,6,2,1,6,1929,802,3,"GasA","Y",1392,0,2009,144165.839891076,94,0,0,1,0,1
2168,30,13560,"1Fam",5,6,2,1,6,2005,872,2,"GasA","Y",901,0,2006,114018.824340437,18,1,0,1,0,1
2169,60,2448,"1Fam",7,5,3,0,5,1976,992,2,"GasA","Y",2353,0,2006,170857.281260784,47,1,0,1,0,1
2170,66,5720,"Twnhs",6,6,2,0,9,1940,1489,3,"GasA","Y",1692,0,2008,143858.391247246,83,0,0,1,0,1
2171,69.3790508556864,32668,"1Fam",6,5,2,1,6,1959,770,4,"GasA","Y",1391,0,2009,175346.125362748,64,1,0,1,0,1
2172,69.3790508556864,6120,"1Fam",6,6,1,1,7,1885,2330,2,"GasA","N",894,0,2007,206602.048950978,138,1,0,1,0,0
2173,86,7800,"TwnhsE",6,6,3,0,6,1995,756,4,"GasA","Y",1593,0,2006,153265.821315495,28,0,1,1,0,1
2174,57,5350,"1Fam",6,7,2,0,8,1979,1479,3,"GasA","N",912,0,2006,164459.556564585,44,1,0,1,0,0
2175,60,11049,"1Fam",4,6,1,0,6,1988,702,3,"GasA","Y",2296,0,2008,158233.798722658,35,1,0,1,0,1
2176,71,8892,"TwnhsE",7,3,2,1,6,2000,1218,3,"GasA","Y",1200,0,2010,121302.382899524,23,0,1,1,0,1
2177,48,14803,"1Fam",6,8,1,1,6,1936,1424,3,"GasA","Y",2046,0,2010,198803.309349252,87,1,0,1,0,1
2178,75,10125,"1Fam",7,5,1,1,7,1972,799,1,"GasA","Y",1664,0,2010,163930.573243512,51,1,0,1,0,1
2179,40,6240,"2fmCon",6,6,1,0,8,1940,990,5,"GasA","N",3395,0,2009,139282.990081669,83,0,0,1,0,0
2180,69.3790508556864,13400,"1Fam",5,6,2,1,8,1954,728,3,"GasA","Y",1057,0,2006,121026.908136252,69,1,0,1,0,1
2181,69.3790508556864,10463,"1Fam",6,7,2,0,4,1995,1120,2,"GasA","Y",1128,0,2008,200244.491902725,28,1,0,1,0,1
2182,50,14364,"1Fam",4,6,1,0,6,2007,806,3,"GasA","Y",2380,0,2008,203843.650428749,16,1,0,1,0,1
2183,59,5604,"1Fam",6,6,1,0,7,2002,637,3,"GasA","Y",1792,0,2009,179185.721913672,21,1,0,1,0,1
2184,85,9084,"1Fam",5,5,1,1,7,2006,1200,3,"GasA","Y",1301,0,2006,166455.557794779,17,1,0,1,0,1
2185,84,25419,"1Fam",8,5,2,0,5,1916,1626,2,"GasA","Y",1922,0,2007,289582.572275927,107,1,0,1,0,1
2186,98,16059,"1Fam",5,5,2,1,6,1960,793,3,"GasA","Y",1992,0,2009,172014.50086379,63,1,0,1,0,1
2187,77,3182,"1Fam",7,5,1,1,6,1996,0,2,"GasA","Y",1034,0,2007,142187.327757461,27,1,0,1,0,1
2188,70,7056,"1Fam",4,5,2,0,5,1971,864,3,"GasA","Y",886,0,2009,128144.176810704,52,1,0,1,0,1
2189,79,10500,"TwnhsE",7,5,1,0,6,1959,1766,3,"GasA","Y",1268,0,2007,175230.044030945,64,0,1,1,0,1
2190,80,13500,"1Fam",6,5,1,1,7,1954,1709,2,"GasA","Y",924,0,2009,225914.851588937,69,1,0,1,0,1
2191,69.3790508556864,11846,"1Fam",5,5,2,0,7,1953,1489,3,"GasA","Y",1557,0,2009,165558.395850652,70,1,0,1,0,1
2192,75,10200,"Duplex",6,2,1,0,9,1999,372,2,"GasA","Y",1328,0,2009,134548.049751034,24,0,0,1,0,1
2193,60,10530,"1Fam",4,6,2,1,8,2003,1062,2,"GasA","Y",1728,0,2009,164931.772673738,20,1,0,1,0,1
2194,66,2289,"1Fam",7,4,2,1,4,2008,955,2,"GasA","Y",3194,0,2009,239248.236331734,15,1,0,1,0,1
2195,80,8244,"1Fam",4,6,2,1,7,1958,1086,3,"GasA","Y",1744,0,2008,142069.557289675,65,1,0,1,0,1
2196,68,9084,"1Fam",5,8,2,1,7,2004,530,3,"GasA","Y",1915,0,2008,161007.468017532,19,1,0,1,0,1
2197,110,10142,"1Fam",5,6,1,0,5,1998,912,2,"GasA","Y",1961,0,2008,212488.893847995,25,1,0,1,0,1
2198,60,4426,"TwnhsE",8,5,1,0,7,1966,1144,2,"GasA","Y",1392,0,2007,196705.860569075,57,0,1,1,0,1
2199,63,12220,"1Fam",7,4,1,1,6,1936,2216,3,"GasA","Y",1947,0,2007,257228.954677211,87,1,0,1,0,1
2200,86,10562,"1Fam",7,8,1,1,9,1908,944,4,"GasA","Y",1734,0,2008,184683.283905097,115,1,0,1,0,1
2201,69.3790508556864,12122,"Twnhs",6,5,1,1,7,2006,768,3,"GasA","Y",1114,0,2007,152491.584732867,17,0,0,1,0,1
2202,70,9490,"1Fam",5,5,2,1,6,1981,1204,2,"GasA","Y",1526,0,2008,184894.902574058,42,1,0,1,0,1
2203,75,9150,"1Fam",7,7,2,1,5,1937,1842,3,"GasA","Y",1218,0,2007,177203.639240436,86,1,0,1,0,1
2204,75,70761,"1Fam",7,5,1,1,8,1999,1024,3,"GasA","Y",1689,0,2009,266030.773525999,24,1,0,1,0,1
2205,65,6768,"1Fam",6,5,1,0,5,1916,1337,2,"GasA","Y",1440,0,2006,149200.122031378,107,1,0,1,0,1
2206,34,9000,"1Fam",5,5,3,0,8,2004,768,3,"GasA","Y",1382,0,2006,181046.883844875,19,1,0,1,0,1
2207,75,22420,"1Fam",6,5,1,1,4,1971,440,2,"GasA","Y",1164,0,2006,129183.072541457,52,1,0,1,0,1
2208,38,8777,"Duplex",6,6,1,1,9,1956,576,4,"GasA","N",1277,0,2009,102501.796430517,67,0,0,1,0,0
2209,72,13286,"1Fam",8,7,2,0,4,2009,0,2,"GasA","Y",2504,0,2008,312564.375534728,14,1,0,1,0,1
2210,80,7259,"2fmCon",6,6,2,0,7,1919,1616,4,"GasA","Y",1616,0,2007,135705.02347327,104,0,0,1,0,1
2211,85,6900,"1Fam",7,5,2,0,7,2003,776,5,"GasA","Y",1950,0,2010,188037.979660365,20,1,0,1,0,1
2212,69.3790508556864,10237,"1Fam",5,5,1,0,5,1926,1032,3,"GasA","N",1004,0,2008,130603.366905828,97,1,0,1,0,0
2213,80,3378,"1Fam",5,5,1,0,6,2003,784,4,"GasA","Y",1056,0,2006,148967.092094439,20,1,0,1,0,1
2214,90,3675,"1Fam",8,5,1,0,4,1966,910,2,"GasA","Y",864,0,2008,193811.02548771,57,1,0,1,0,1
2215,80,9790,"1Fam",5,5,2,0,7,1968,1157,4,"GasA","Y",1442,0,2006,116813.482420561,55,1,0,1,0,1
2216,50,9196,"1Fam",5,8,1,0,4,1950,864,3,"GasA","Y",1391,0,2006,135471.224898999,73,1,0,1,0,1
2217,96,5389,"1Fam",8,7,1,1,7,1939,1144,3,"GasA","Y",1375,0,2010,132178.292969339,84,1,0,1,0,1
2218,60,7200,"2fmCon",5,5,2,0,6,1990,1165,3,"GasA","Y",1121,0,2008,107442.9564195,33,0,0,1,0,1
2219,70,8450,"1Fam",5,6,1,0,7,1967,1264,4,"GasW","Y",1632,0,2007,173319.360614159,56,1,0,0,1,1
2220,60,8248,"1Fam",6,5,1,0,7,1972,876,3,"GasA","Y",2296,0,2009,188647.426989255,51,1,0,1,0,1
2221,69.3790508556864,7560,"TwnhsE",7,5,1,1,8,1950,768,4,"GasA","Y",1176,0,2008,115899.068459624,73,0,1,1,0,1
2222,69.3790508556864,5784,"1Fam",5,7,2,0,6,1995,1158,4,"GasA","Y",747,0,2009,143637.495804484,28,1,0,1,0,1
2223,69.3790508556864,12220,"1Fam",9,6,2,1,5,2009,1030,4,"GasA","Y",1779,0,2008,294989.429495998,14,1,0,1,0,1
2224,60,3182,"1Fam",9,8,2,0,5,1993,836,3,"GasA","Y",672,0,2006,199451.443467673,30,1,0,1,0,1
2225,85,2308,"TwnhsE",5,5,2,0,4,2004,768,2,"GasA","Y",1640,0,2007,135865.172882184,19,0,1,1,0,1
2226,70,6240,"1Fam",5,5,1,0,5,1971,684,1,"GasA","Y",1593,0,2006,135502.29108783,52,1,0,1,0,1
2227,174,7500,"1Fam",6,5,2,1,5,1945,1375,3,"GasA","Y",2713,0,2006,206125.86125704,78,1,0,1,0,1
2228,95,4282,"Twnhs",6,5,2,1,7,1959,715,2,"GasA","Y",1520,0,2010,166237.594269173,64,0,0,1,0,1
2229,96,1596,"TwnhsE",6,5,1,1,6,2005,1629,3,"GasA","Y",1092,0,2007,139730.427582079,18,0,1,1,0,1
2230,74,4426,"TwnhsE",4,8,2,1,9,2009,912,3,"GasA","Y",1588,0,2009,161604.12423487,14,0,1,1,0,1
2231,76,10142,"1Fam",7,5,2,1,5,2004,608,3,"GasA","Y",2398,0,2008,234579.445288716,19,1,0,1,0,1
2232,69.3790508556864,16659,"1Fam",5,8,2,0,10,2007,384,3,"GasA","Y",1416,0,2007,160076.352684873,16,1,0,1,0,1
2233,60,9800,"1Fam",7,7,1,0,6,1966,700,2,"GasA","Y",784,0,2009,162827.328167937,57,1,0,1,0,1
2234,79,17104,"1Fam",8,5,1,0,7,1910,1822,3,"GasA","Y",1442,0,2008,242739.01232909,113,1,0,1,0,1
2235,69.3790508556864,6000,"1Fam",5,5,2,0,7,1998,864,3,"GasA","Y",882,0,2006,100832.977876636,25,1,0,1,0,1
2236,85,9786,"1Fam",6,5,1,0,6,1941,824,3,"GasA","Y",1651,0,2006,140843.033735215,82,1,0,1,0,1
2237,24,8967,"1Fam",6,9,2,1,8,2005,1582,1,"GasA","Y",864,0,2009,180288.805859497,18,1,0,1,0,1
2238,70,13418,"1Fam",5,8,2,0,6,1992,864,3,"GasA","Y",1683,0,2006,172076.739494964,31,1,0,1,0,1
2239,85,10005,"1Fam",6,5,2,0,7,1950,816,3,"GasA","N",924,0,2006,109073.689140365,73,1,0,1,0,0
2240,70,8160,"1Fam",7,7,1,0,7,1946,1297,5,"GasA","Y",1905,0,2007,180287.637474784,77,1,0,1,0,1
2241,52,9800,"1Fam",8,5,1,0,7,2006,1084,5,"GasA","Y",1445,0,2007,220148.002008659,17,1,0,1,0,1
2242,78,11700,"1Fam",4,5,1,0,6,1963,689,2,"GasA","Y",1344,0,2008,155738.816302163,60,1,0,1,0,1
2243,50,7200,"1Fam",7,6,1,0,7,1960,1436,4,"GasA","Y",1375,0,2009,166426.824983877,63,1,0,1,0,1
2244,74,6442,"TwnhsE",6,5,1,0,5,1997,1196,2,"GasA","Y",1458,0,2007,158665.736908457,26,0,1,1,0,1
2245,66,7795,"1Fam",6,5,2,0,5,2005,832,3,"GasA","Y",3140,0,2006,203429.742323288,18,1,0,1,0,1
2246,69.3790508556864,11317,"1Fam",6,5,2,0,6,1968,1478,3,"GasA","Y",1586,0,2009,187277.453878176,55,1,0,1,0,1
2247,70,11600,"1Fam",9,5,1,0,7,1970,1080,4,"GasA","N",1386,0,2010,193782.671692988,53,1,0,1,0,0
2248,75,8773,"1Fam",4,5,2,0,7,1961,861,3,"GasA","Y",1456,0,2008,102330.929691776,62,1,0,1,0,1
2249,83,10452,"1Fam",5,5,1,1,9,1928,728,3,"GasA","Y",894,0,2007,120665.835154498,95,1,0,1,0,1
2250,69.3790508556864,13006,"1Fam",6,5,2,1,9,2006,1232,3,"GasA","Y",778,0,2008,212119.140637197,17,1,0,1,0,1
2251,75,4426,"1Fam",5,6,2,1,6,1971,1479,2,"GasA","Y",2134,0,2010,151574.386029581,52,1,0,1,0,1
2252,75,11924,"1Fam",6,7,1,0,5,1955,3094,4,"GasA","Y",800,0,2009,193551.777175683,68,1,0,1,0,1
2253,69.3790508556864,8320,"1Fam",5,5,2,0,8,1997,1017,1,"GasA","Y",1086,0,2007,152694.518948344,26,1,0,1,0,1
2254,90,4251,"1Fam",6,5,1,1,6,1912,630,3,"GasA","Y",1406,0,2010,92603.4573432353,111,1,0,1,0,1
2255,92,6120,"TwnhsE",5,3,1,0,6,2007,1734,2,"GasA","Y",1053,0,2009,177729.233518354,16,0,1,1,0,1
2256,80,15865,"1Fam",7,7,1,0,7,2006,796,3,"GasW","Y",1661,0,2010,211003.70264328,17,1,0,0,1,1
2257,76,115149,"1Fam",4,7,2,1,6,1961,918,3,"GasA","Y",1400,0,2009,209232.052576311,62,1,0,1,0,1
2258,74,7420,"1Fam",6,5,2,0,6,1961,1947,3,"GasA","Y",1028,0,2008,134003.296418579,62,1,0,1,0,1
2259,60,19138,"1Fam",5,5,1,0,7,2006,1273,3,"GasA","Y",1316,0,2009,163206.489156464,17,1,0,1,0,1
2260,32,9600,"1Fam",8,5,2,0,7,1932,1214,4,"GasA","Y",1886,0,2008,200190.094726267,91,1,0,1,0,1
2261,64,8400,"TwnhsE",4,5,1,1,11,2005,756,2,"GasA","Y",1728,0,2009,138603.444733279,18,0,1,1,0,1
2262,66,8737,"1Fam",6,5,1,0,6,1971,1572,3,"GasA","Y",980,0,2010,145860.258478105,52,1,0,1,0,1
2263,60,12224,"1Fam",8,5,3,1,6,1977,768,3,"GasA","Y",2046,0,2006,248476.390504055,46,1,0,1,0,1
